,Headline,Country
8550,New Hampshire health officials relax mask guidance as COVID-19 cases continue to decline,New Hampshire
8551,New Hampshire's COVID Pandemic State of Emergency Ends Friday,New Hampshire
8552,N.H. Seeing Sharp Uptick in COVID-19 Cases Among Children,New Hampshire
8553,NH COVID cases continue to rise | Local News | sentinelsource.com,New Hampshire
8554,An Updated Guide To COVID-19 Transmission Rates In N.H.,New Hampshire
8555,Coronavirus In New Hampshire: 15 More Die In A Week,New Hampshire
8556,N.H. State Health Officials Say The State Is Better Prepared To Handle A Winter COVID Surge This Year,New Hampshire
8557,New Hampshire nears grim COVID milestone,New Hampshire
8558,New Hampshire Gov. Chris Sununu tests negative after COVID-19 scare,New Hampshire
8559,New Hampshire Coronavirus 'Spring Surge' More Like A Slow Build,New Hampshire
8560,COVID Conflict: NH Rejects $27 Million in Vaccine Funds,New Hampshire
8561,COVID tracker: Booster numbers top 12000 in NH – now make that 12001,New Hampshire
8562,COVID-19 rates and vaccinations for kids in New Hampshire | New Hampshire Public Radio,New Hampshire
8563,"COVID tracker: Worrisome start to autumn (yes, again)",New Hampshire
8564,Where to get a free COVID test in New Hampshire | New Hampshire Public Radio,New Hampshire
8565,COVID-19 variants making up a growing number of cases in New Hampshire,New Hampshire
8566,New Hampshire hospitals stressed as COVID-19 hospitalizations increase,New Hampshire
8567,NH COVID update: All state employees to return to offices soon,New Hampshire
8568,New Hampshire Opening COVID Vaccine Eligibility to People 16 and Up by April 2,New Hampshire
8569,"Unlike other states, NH, Vt. not yet seeing clear downward COVID trend",New Hampshire
8570,"Sununu Interview: COVID In NH Kentucky Trip, Abortion",New Hampshire
8571,N.H. Attorney General Reviewing Whether COVID Protesters Committed Crimes,New Hampshire
8572,"Need Vaccine, Will Travel? NH to Open Appointments to Out-of-Staters on April 19",New Hampshire
8573,State identifies close to 100 COVID-19 clusters tied to N.H. schools,New Hampshire
8574,"As North Country COVID-19 cases spike, officials try to stop the surge | New Hampshire Public Radio",New Hampshire
8575,New Hampshire no longer mandating COVID-19 protocols,New Hampshire
8576,Supply chain shortages hit alcoholic beverages: NH recommends buying specialty items early,New Hampshire
8577,Governor extends state of emergency in NH for 14 days,New Hampshire
8578,What's causing this North Country hospital's COVID-19 surge? | New Hampshire Public Radio,New Hampshire
8579,"Full video: Governor holds latest COVID-19 briefing for New Hampshire (August 12, 2021)",New Hampshire
8580,COVID Cases Among Kids On The Rise in N.H.,New Hampshire
8581,Here's everything you need to know about getting a COVID-19 test in New Hampshire,New Hampshire
8582,"Two dozen fully vaccinated in NH got virus, 2 died",New Hampshire
8583,COVID Tracker: Everything is looking good – but not perfect,New Hampshire
8584,"Unvaccinated make up vast majority of COVID-19 cases, hospitalizations, deaths in New Hampshire",New Hampshire
8585,CDC loosening of mask rules catches NH officials by surprise,New Hampshire
8586,Some New Hampshire schools turn to masks in response to COVID-19 cases,New Hampshire
8587,New Hampshire falls out of top 10 states for COVID-19 vaccinations,New Hampshire
8588,"New Hampshire hospital officials reject lawmaker's claim, saying most COVID-19 hospitalizations are among unvaccinated",New Hampshire
8589,Drill Down: NH Vaccination Rates Town By Town | New Hampshire Public Radio,New Hampshire
8590,"Dates Announced for NH Teachers, Residents Age 50-64 to Get COVID Vaccines",New Hampshire
8591,Current COVID-19 cases in New Hampshire rise above 200 again,New Hampshire
8592,"Faster spreading UK variant of COVID-19 found in New Hampshire, officials say",New Hampshire
8593,"'Patients are coming in sicker': As COVID-19 cases rise, Seacoast doctors urge vaccinations",New Hampshire
8594,CDC guidance says people in 6 NH counties should wear masks indoors,New Hampshire
8595,"Active COVID-19 cases decrease, hospitalizations rise on Sunday",New Hampshire
8596,Coronavirus: Leadership During Crisis with New Hampshire Gov. Chris Sununu (R),New Hampshire
8597,N.H. Looked Like a Leader on COVID-19 Vaccines. But 'Data Errors' Might Have Inflated Its Progress.,New Hampshire
8598,New Hampshire sued for ending COVID-19-related jobless benefits,New Hampshire
8599,Here's How Many NH COVID Hospitalizations Are Among Unvaccinated,New Hampshire
8600,NH Reports 21 New COVID-19 Deaths Amid ‘Very Severe' Winter Surge,New Hampshire
8601,'Strike teams' planned to help New Hampshire hospitals move patients to nursing homes,New Hampshire
8602,Granite Staters can sign up Wednesday for New Hampshire’s one-day COVID-19 vaccine booster push,New Hampshire
8603,New Hampshire residents can now request free at-home COVID-19 tests,New Hampshire
8604,"Active COVID-19 cases, hospitalizations reach all-time highs in New Hampshire",New Hampshire
8605,New Hampshire officials warn that COVID-19 cases likely to increase,New Hampshire
8606,"Some New Hampshire schools reinstate mask rules, go remote as COVID-19 cases rise",New Hampshire
8607,"New Hampshire, Vermont asked to test deer for COVID-19",New Hampshire
8608,Sununu gives update on NH response to COVID-19,New Hampshire
8609,"Sullivan County COVID surge frustrates residents, health workers | New Hampshire Public Radio",New Hampshire
8610,"Federal judge blocks vaccine rule for health workers in New Hampshire, 9 other states",New Hampshire
8611,Most COVID-19 deaths announced in single week in New Hampshire since February,New Hampshire
8612,Why NH's epidemiologists say to retain COVID prevention strategies,New Hampshire
8613,"New Hampshire schools deal with rising COVID-19 cases with masks, vaccine clinics",New Hampshire
8614,"State Announces 2220 New COVID-19 Cases Friday, 657 Under Age 18, 255 Hospitalized; 5 Deaths",New Hampshire
8615,Fixed COVID-19 vaccination sites returning to New Hampshire,New Hampshire
8616,Dr. Benjamin Chan answers viewers' COVID-19 questions,New Hampshire
8617,What's behind NH's inaccurate COVID-19 vaccination data? | New Hampshire Public Radio,New Hampshire
8618,Religious exemption requests related to Covid vaccine a growing challenge for NH employers,New Hampshire
8619,"COVID-19 Surge Continues: 863 New Cases, 5 Deaths Friday - InDepthNH.orgInDepthNH.org",New Hampshire
8620,Counties with highest COVID-19 infection rates in New Hampshire,New Hampshire
8621,New Hampshire health officials prepare to administer COVID-19 boosters for all adults,New Hampshire
8622,COVID tracker: Problems with numbers make tracking hard,New Hampshire
8623,"Full video: Governor holds latest COVID-19 briefing for New Hampshire (Nov. 10, 2021)",New Hampshire
8624,"Outbursts, threats as committee approves $22 million to bolster COVID-19 vaccine efforts in NH",New Hampshire
8625,Hours of testimony heard as NH House committee approves amendment banning COVID-19 vaccine mandates,New Hampshire
8626,"Pediatric COVID-19 vaccine is safe and effective, New Hampshire epidemiologist says",New Hampshire
8627,NH joins suit against COVID-19 mandate on employers,New Hampshire
8628,"Hampton, Portsmouth nursing homes hit with COVID-19 outbreaks",New Hampshire
8629,Nov. 5 NH DHHS COVID-19 update: 744 positive results with 54 in Manchester; 5 deaths reported,New Hampshire
8630,"Full video: Governor holds latest COVID-19 briefing for New Hampshire (Nov. 2, 2021)",New Hampshire
8631,COVID restrictions dominate Nashua school board meetings | New Hampshire Public Radio,New Hampshire
8632,NH anti-COVID vaccine protesters jeer at clinic for kids | New Hampshire Public Radio,New Hampshire
8633,WATCH Live: Sununu coronavirus news conference | New Hampshire Public Radio,New Hampshire
8634,"Covid-19 exposures, State House contact tracing questioned",New Hampshire
8635,"New Hampshire AG plans to challenge new OSHA vaccination, testing rule",New Hampshire
8636,"A bump in holiday visitors, amid a COVID surge, brings some concerns at N.H. nursing homes",New Hampshire
8637,"Shaheen, North Country Health Care & Education Leaders Address Surge of COVID Cases | US Senator Jeanne Shaheen of New Hampshire",New Hampshire
8638,"The U.S. is better prepared to fight omicron variant, CDC director says",New Hampshire
8639,Most big employers say they are requiring COVID-19 vaccinations for workers,New Hampshire
8640,New Hampshire health officials prepare for arrival of omicron variant,New Hampshire
8641,"Coronavirus Update: 22 new COVID deaths, NH hospitalizations reach new high",New Hampshire
8642,"Top 5 states with most daily COVID cases are now blue states, bottom 5 are mostly red",New Hampshire
8643,"COVID Vaccine Passport Program Could Be Coming To Massachusetts Soon, Baker Says",New Hampshire
8644,"Global risk of omicron variant is 'very high;' Biden urges vaccinations, masks; judge blocks vaccine mandate: Latest COVID-19 updates",New Hampshire
8645,Coloradans share vaccine motivations at Douglas County vaccination site,New Hampshire
8646,More than 200 new COVID-19 cases reported as New Hampshire sees substantial spread of virus,New Hampshire
8647,"Dr. Chan explains why COVID cases are high in NH, outbreaks in schools and what's next",New Hampshire
8648,"New Hampshire surpasses 100,000 COVID-19 cases",New Hampshire
8649,"COVID-19 cases continue to rise in New Hampshire, with most new cases in single day since January",New Hampshire
8650,"As COVID Cases Rise, N.H. Officials Recalibrate Approach",New Hampshire
8651,"State's weekly cases remain under 10,000; deaths' rise 467 more than week ago",New Hampshire
8652,NH COVID cases continue to rise | Local News | sentinelsource.com,New Hampshire
8653,Sununu urges more vaccination in New Hampshire as he vows to fight federal mandate,New Hampshire
8654,"Sununu Says No Plans for COVID Restrictions, Mask Mandate Despite Increase in NH Cases",New Hampshire
8655,New Hampshire health officials relax mask guidance as COVID-19 cases continue to decline,New Hampshire
8656,Sununu says New Hampshire has no plans to reimplement COVID-19 guidelines,New Hampshire
8657,COVID-19 variants making up a growing number of cases in New Hampshire,New Hampshire
8658,FDA's At-Home Testing Screw-Up Is Undermining Promising New COVID Treatments,New Hampshire
8659,New Hampshire's pandemic state of emergency to end Friday at midnight,New Hampshire
8660,"Sununu Interview: COVID In NH Kentucky Trip, Abortion",New Hampshire
8661,COVID tracker: Delta variant is still rare in NH,New Hampshire
8662,New Hampshire hospitals stressed as COVID-19 hospitalizations increase,New Hampshire
8663,"Unlike other states, NH, Vt. not yet seeing clear downward COVID trend",New Hampshire
8664,New Hampshire nears grim COVID milestone,New Hampshire
8665,N.H. Schools Turn To Updated Protocol As COVID Cases Emerge,New Hampshire
8666,All but 2 New England counties seeing high or substantial COVID-19 transmission,New Hampshire
8667,"As North Country COVID-19 cases spike, officials try to stop the surge | New Hampshire Public Radio",New Hampshire
8668,"'Patients are coming in sicker': As COVID-19 cases rise, Seacoast doctors urge vaccinations",New Hampshire
8669,N.H. Seeing Sharp Uptick in COVID-19 Cases Among Children,New Hampshire
8670,New Hampshire no longer mandating COVID-19 protocols,New Hampshire
8671,State identifies close to 100 COVID-19 clusters tied to N.H. schools,New Hampshire
8672,"1,670 New Coronavirus Cases In New Hampshire: 7-Day Report | Concord, NH Patch",New Hampshire
8673,Coronavirus In New Hampshire: 15 More Die In A Week,New Hampshire
8674,N.H. School COVID-19 Dashboard Still Missing Dozens Of Cases,New Hampshire
8675,NH DHHS Announces First Detection of UK Variant of the COVID-19 Coronavirus in a NH Resident | Press Release | NH Department of Health and Human Services,New Hampshire
8676,New Hampshire Gov. Chris Sununu tests negative after COVID-19 scare,New Hampshire
8677,"Maine and NH averaging 300-plus new daily COVID cases, highest rates since April",New Hampshire
8678,Some New Hampshire schools turn to masks in response to COVID-19 cases,New Hampshire
8679,"COVID tracker: Worrisome start to autumn (yes, again)",New Hampshire
8680,Current COVID-19 cases in New Hampshire rise above 200 again,New Hampshire
8681,Here's everything you need to know about getting a COVID-19 test in New Hampshire,New Hampshire
8682,NH Releases Its ‘Universal Best Practices' List to Replace ‘Safer at Home' COVID Rules,New Hampshire
8683,Where to get a free COVID test in New Hampshire | New Hampshire Public Radio,New Hampshire
8684,N.H. State Health Officials Say The State Is Better Prepared To Handle A Winter COVID Surge This Year,New Hampshire
8685,‘Back to Normal': Sununu Says He Expects NH COVID Cases to Plummet This Summer,New Hampshire
8686,Governor extends state of emergency in NH for 14 days,New Hampshire
8687,New Hampshire seeks to set up 4 new COVID-19 testing sites across state,New Hampshire
8688,What's causing this North Country hospital's COVID-19 surge? | New Hampshire Public Radio,New Hampshire
8689,COVID-19 guidance in effect in New Hampshire since June 2020 to be replaced by 'Universal Best Practices',New Hampshire
8690,"Raw video: Governor holds latest COVID-19 briefing for New Hampshire (September 15, 2021)",New Hampshire
8691,New Hampshire Coronavirus 'Spring Surge' More Like A Slow Build,New Hampshire
8692,New Hampshire falls out of top 10 states for COVID-19 vaccinations,New Hampshire
8693,WATCH: Sununu News Conference On COVID In N.H.,New Hampshire
8694,"New Hampshire hospital officials reject lawmaker's claim, saying most COVID-19 hospitalizations are among unvaccinated",New Hampshire
8695,"96.5% of NH COVID Infections, 93.5% of Deaths Are Among Unvaccinated, but State Doesn't Publicize the Data",New Hampshire
8696,COVID tracker: Booster numbers top 12000 in NH – now make that 12001,New Hampshire
8697,"Faster spreading UK variant of COVID-19 found in New Hampshire, officials say",New Hampshire
8698,"Unvaccinated make up vast majority of COVID-19 cases, hospitalizations, deaths in New Hampshire",New Hampshire
8699,U.K. Variant Found In Over Fifth of COVID-19 Cases In N.H.,New Hampshire
8700,"N.J. reports 2,352 COVID cases, 42 deaths. Hospitalizations surge above 1,000 patients.",New Jersey
8701,"NJ COVID latest: Monday, November 29, 2021",New Jersey
8702,"NJ COVID latest: Tuesday, November 30, 2021",New Jersey
8703,"NJ COVID latest: Tuesday, November 23, 2021",New Jersey
8704,"NJ COVID latest: Monday, November 22, 2021",New Jersey
8705,"COVID hospitalizations plummet in NJ, but will that continue as holiday season approaches?",New Jersey
8706,New Jersey Schools See Student Covid-19 Cases Rise,New Jersey
8707,"Princeton Sees COVID Cases Spike, Driving Push For Booster Shots",New Jersey
8708,COVID cases rising as NJ prepares to vax kids,New Jersey
8709,"Gov. Murphy Says 9,000 Children Ages 5-11 In New Jersey Receive 1st Dose Of Pfizer COVID-19 Vaccine",New Jersey
8710,"Assembly Republicans vow protest on COVID-19 vaccine proof, negative tests | Stile",New Jersey
8711,Department of Health | News | Statement From New Jersey Department of Health Commissioner Judith Persichilli on CDC Recommendation of Pfizer Vaccine for 5- through 11-Year-Olds,New Jersey
8712,"Morristown, NJ HS goes remote after spike in COVID-19 cases",New Jersey
8713,"New Jersey's most 'vulnerable communities' hit hardest by COVID-19, hospital study shows",New Jersey
8714,Department of Health | News | Governor Murphy Signs Legislation Designating New Jersey Department of Health Building as “Judith M. Persichilli Building” in Honor of Commissioner,New Jersey
8715,"Union County Offers Additional Sites for Free COVID-19 Vaccines and Booster Shots this Week – County of Union, New Jersey",New Jersey
8716,Why telling a cop you have Covid in New Jersey could get you 10 years in prison,New Jersey
8717,"New Jersey bucked U.S. trend in drug overdoses last year, but 2021 could be the deadliest",New Jersey
8718,"Health care staff must get COVID shot by Dec. 6, affecting thousands of unvaccinated in NJ",New Jersey
8719,Rutgers seeks more NJ volunteers under 5 for COVID vaccine trial,New Jersey
8720,"Despite scant details, NJ OKs $700 million for various projects",New Jersey
8721,New Jersey’s Dr. Oz to Enter Pennsylvania Senate Race,New Jersey
8722,"New pilot program in NJ pairs up troopers, mental health experts",New Jersey
8723,Governor Murphy Requires Vaccination or Testing for All State Contractors,New Jersey
8724,"Omicron variant remains a concern, but isn't impacting daily life",New Jersey
8725,Lame Cardi B won't admit she's living in New Jersey (Opinion),New Jersey
8726,"Women of Excellence Deadline is Midnight, December 1 – County of Union, New Jersey",New Jersey
8727,"Covid-19 Pandemic: Live Updates and News for Dec. 1, 2021",New Jersey
8728,US has 'tools' to combat omicron variant; FDA experts give OK to antiviral pill; judge blocks vaccine mandate: Latest COVID-19 updates,New Jersey
8729,FDA advisors narrowly recommend Merck’s COVID-19 pill for authorization,New Jersey
8730,Murphy says COVID-19 prevention efforts led to high unemployment rate,New Jersey
8731,Pennacchio: What if Democrat Leadership Had Worked This Hard to Keep COVID Out of Nursing Homes?,New Jersey
8732,"Mexico to reverse course, give COVID-19 booster shots",New Jersey
8733,"As New Jersey’s sex abuse lawsuit window closes, victims could have a long road ahead to seek justice",New Jersey
8734,"Fugitive Sex Offender Found in Washington, NC Sentenced for Failing to Register",New Jersey
8735,"Timo Meier, Noah Gregor shine as Sharks stay unbeaten on road trip",New Jersey
8736,"The Omicron variant, childhood infections and long COVID: It’s a bigger war now | Opinion",New Jersey
8737,HomeFront panel discussion on COVID-19 impacts,New Jersey
8738,"Union County to Hold First Fresh Start Mobile Shower and Laundry Service on December 1 – County of Union, New Jersey",New Jersey
8739,Post-COVID brain fog - a rapidly growing problem in NJ,New Jersey
8740,"Evander Kane denies rift with San Jose Sharks teammates, says he 'didn't lose any sleep' over gambling probe",New Jersey
8741,CDC expands omicron testing to four airports as direct flights continue from southern Africa,New Jersey
8742,New Jersey and national GOP embraces natural immunity as substitute for vaccines,New Jersey
8743,"Get booster shots as soon as you can, health experts say, as Omicron's spread collides with the relentless Delta variant",New Jersey
8744,"Restore $126 million in aid to Jersey City school district, U.S. Dept. of Education tells NJ officials",New Jersey
8745,Steelers place star linebacker T.J. Watt on COVID-19 list,New Jersey
8746,Blue Foundry Bank and Blue Foundry Charitable Foundation Celebrate Giving Tuesday by Donating $100000 to Local New Jersey Organizations,New Jersey
8747,"Michigan schools close to deep clean for COVID-19, expert says it's 'absurd'",New Jersey
8748,Tennessee signed $75M contact tracing deal with firm lacking prior epidemiology experience,New Jersey
8749,Greece mandates COVID-19 vaccinations for residents over 60,New Jersey
8750,"Rutgers seeks parents willing to enlist babies, toddlers in COVID-19 vaccine trials",New Jersey
8751,Poughkeepsie business feels pressure as COVID-19 cases tick up and omicron variant emerges,New Jersey
8752,Bruins HC Bruce Cassidy placed in COVID-19 protocol,New Jersey
8753,Community College Enrollment Declines During Pandemic,New Jersey
8754,New Jersey Department of Health Directive to Require Weekly COVID Data Reporting,New Jersey
8755,Gov. Murphy Believes COVID-19 Variant Omicron Will Reach Region: ‘I’ll Be Stunned If It’s Not Already In The United States’,New Jersey
8756,"New Jersey, Country See Spike in Children Hospitalized With COVID-19",New Jersey
8757,"Office of the Governor | Governor Murphy Lifts Major COVID-19 Restrictions, Moves Forward with Most Significant Reopening Steps to Date",New Jersey
8758,Office of the Governor | Governor Murphy Signs Legislation and Executive Order Ending COVID-19 Public Health Emergency,New Jersey
8759,"New Jersey Officials Concerned Over Uptick In COVID-19 Cases Among Unvaccinated, Announce More Than 3,000 Breakthrough Cases",New Jersey
8760,Latest COVID-19 Numbers Show Downward Trend But Precautions Necessary As Many Remain Unvaccinated,New Jersey
8761,"Brace yourselves, New Jersey: Another COVID winter is coming",New Jersey
8762,Office of the Governor | Governor Murphy Announces Loosening of COVID-19 Restrictions,New Jersey
8763,"New Jersey COVID Update: Health care workers in NJ must get vaccinated or test, Murphy says starting September 7",New Jersey
8764,New Jersey officials strongly recommend masking in indoor settings with increased risk of COVID-19,New Jersey
8765,"NJ COVID: Some New Jersey restrictions to be lifted, capacity limits to be increased: Gov. Phil Murphy",New Jersey
8766,"NJ COVID latest: Sunday, September 26, 2021",New Jersey
8767,"Office of the Governor | TRANSCRIPT: August 9th, 2021 Coronavirus Briefing Media",New Jersey
8768,NJ Vows More Robust COVID School Data as District Says It Is Battling 3 Dozen Cases,New Jersey
8769,"Office of the Governor | TRANSCRIPT: July 19th, 2021 Coronavirus Briefing Media",New Jersey
8770,"NJ COVID latest: Monday, September 6, 2021",New Jersey
8771,Office of the Governor | Governor Murphy Signs Executive Order Instituting Vaccination or Testing Requirement for All Preschool to Grade 12 Personnel,New Jersey
8772,"COVID-19 NJ: Gov. Murphy boosts indoor capacity limits for proms, weddings in New Jersey",New Jersey
8773,"Office of the Governor | Governor Murphy, Governor Cuomo and Governor Lamont Announce Significant Easing of Covid-19 Pandemic Restrictions on Businesses, Gatherings and Venues",New Jersey
8774,NJ Debuts Smartphone App to Access COVID-19 Vaccine Record,New Jersey
8775,Here Are All the COVID Restrictions That Will Vanish in NJ This Week,New Jersey
8776,New Jersey to announce end of indoor mask mandate for those fully vaccinated against COVID,New Jersey
8777,New Jersey Mandates COVID-19 Vaccination or Weekly Testing for Workers in Health Care and Congregate Settings,New Jersey
8778,New COVID cases plunge in NJ,New Jersey
8779,"Department of Health | News | Murphy Administration Announces $267 Million in Funding For Student, Staff COVID-19 Screening Testing at K-12 Schools",New Jersey
8780,"Office of the Governor | TRANSCRIPT: October 4th, 2021 Coronavirus Briefing Media",New Jersey
8781,Office of the Governor | Governor Murphy Highlights Aspects of Legislation Allowing for the Termination of the Public Health Emergency Effective as of July 4,New Jersey
8782,COVID-19: New Jersey launches vaccine tracker on state COVID-19 information page,New Jersey
8783,Office of the Governor | Governor Murphy Announces New COVID-19 Travel Guidelines,New Jersey
8784,"NJ health officials wary of fall, winter COVID-19 surge (updated)",New Jersey
8785,"N.J. expands COVID-19 vaccine, mask mandates to day care centers",New Jersey
8786,"NJ COVID Update: New Jersey lifts outdoor mask mandate for all, while indoor rules remain in place",New Jersey
8787,"New Jersey likely to pause reopening plans as Covid cases rise, governor says",New Jersey
8788,Covid Cases Will Remain High Until Summer In Current Hotspot Of New Jersey,New Jersey
8789,Office of the Governor | Governor Murphy Expands Eligibility for New Jersey's COVID-19 Vaccination Program,New Jersey
8790,"NJ COVID latest: Sunday, September 12, 2021",New Jersey
8791,"Office of the Governor | Governor Murphy Announces New Incentives to Encourage COVID-19 Vaccinations, Including Free Entrance to State Parks and Free Wine at Participating Wineries",New Jersey
8792,"As NJ inches toward vaccination goal, don't expect COVID-19 to disappear, experts say",New Jersey
8793,"New Jersey hits COVID-19 vaccine or test deadline for school, state workers",New Jersey
8794,Delta Variant Causing Concerning Spike In COVID-19 Cases Among Unvaccinated In New Jersey,New Jersey
8795,Latest COVID-19 Breakthrough Case Update For New Jersey,New Jersey
8796,COVID New Jersey: Indoor bar seating resumes as more NJ restrictions loosened,New Jersey
8797,"As NJ COVID cases keep dropping, Delta variant concerns increase",New Jersey
8798,"As New Jersey hospitalizations plateau, officials prepare for COVID-19 booster shots",New Jersey
8799,NJ Workers Filed Thousands Of COVID-19 Complaints Against Their Employers. Here Are The Worst Offenders.,New Jersey
8800,"N.J. reports 2,352 COVID cases, 42 deaths. Hospitalizations surge above 1,000 patients.",New Jersey
8801,"NJ COVID latest: Monday, November 29, 2021",New Jersey
8802,Omicron might be coming. But delta still plagues N.J. as COVID cases again rise.,New Jersey
8803,"NJ COVID latest: Wednesday, November 24, 2021",New Jersey
8804,"NJ COVID latest: Monday, November 22, 2021",New Jersey
8805,"COVID hospitalizations plummet in NJ, but will that continue as holiday season approaches?",New Jersey
8806,"Princeton Sees COVID Cases Spike, Driving Push For Booster Shots",New Jersey
8807,Why telling a cop you have Covid in New Jersey could get you 10 years in prison,New Jersey
8808,"Latest COVID Breakthrough Case Numbers In New Jersey | Hillsborough, NJ Patch",New Jersey
8809,"GOP lawmakers who defy new COVID rules for N.J. Statehouse access could be shut out, top cop says",New Jersey
8810,New Jersey shares more data on COVID activity in schools,New Jersey
8811,NJ children start receiving first COVID vaccine shots. Here's how to get an appointment,New Jersey
8812,"Despite scant details, NJ OKs $700 million for various projects",New Jersey
8813,Delta plus is escalating a COVID spike in the U.K. Could it spell trouble for N.J.?,New Jersey
8814,Rutgers seeks more NJ volunteers under 5 for COVID vaccine trial,New Jersey
8815,Dr. Oz will run for Pennsylvania's open Senate seat as a Republican,New Jersey
8816,Here Are The Upcoming COVID Vaccine Clinics In Mercer County,New Jersey
8817,"Live updates: WHO decries travel bans, backs omicron testing",New Jersey
8818,Lame Cardi B won't admit she's living in New Jersey (Opinion),New Jersey
8819,"Live updates: Obama, Fauci encourage vaccinations at clinic",New Jersey
8820,"NJ bill creates database for lead testing at schools, child care",New Jersey
8821,Germany's designated chancellor backs COVID vaccine mandate,New Jersey
8822,"As New Jersey’s sex abuse lawsuit window closes, victims could have a long road ahead to seek justice",New Jersey
8823,US tracking of virus variants has improved after slow start,New Jersey
8824,Japan confirms first case of new coronavirus variant,New Jersey
8825,"Loved and Lost: Mirba Vega emigrated from Cuba, drove a school bus wearing high heels",New Jersey
8826,New Jersey and national GOP embraces natural immunity as substitute for vaccines,New Jersey
8827,High Percent Of Hoboken Residents Over 30 Have Gotten COVID Shot,New Jersey
8828,"Get booster shots as soon as you can, health experts say, as Omicron's spread collides with the relentless Delta variant",New Jersey
8829,Japan starts booster COVID vaccinations amid omicron scare,New Jersey
8830,US moving to toughen testing requirement for travelers,New Jersey
8831,"State's weekly cases remain under 10,000; deaths' rise 467 more than week ago",New Jersey
8832,Russian coronavirus-denying monk given prison sentence,New Jersey
8833,$1 million Powerball ticket was sold at a Walmart in N.J.,New Jersey
8834,"Panel weighs safety, effectiveness of Merck's COVID-19 pill",New Jersey
8835,Live updates: Spain bans routes from some African countries,New Jersey
8836,Devils program helping Black-owned businesses in New Jersey,New Jersey
8837,CDC expands omicron testing to four airports as direct flights continue from southern Africa,New Jersey
8838,"Michigan schools close to deep clean for COVID-19, expert says it's 'absurd'",New Jersey
8839,"N.J. Gov. Phil Murphy provides COVID update. How to watch live today. (Sept. 20, 2021)",New Jersey
8840,"New Jersey COVID Update: Health care workers in NJ must get vaccinated or test, Murphy says starting September 7",New Jersey
8841,Delta variant now dominant coronavirus strain in New Jersey,New Jersey
8842,"New Jersey Governor Phil Murphy says nearly all new coronavirus cases, deaths among unvaccinated",New Jersey
8843,"New Jersey, Country See Spike in Children Hospitalized With COVID-19",New Jersey
8844,"Brace yourselves, New Jersey: Another COVID winter is coming",New Jersey
8845,"COVID Update: New Jersey ends coronavirus Public Health Emergency, indoor gathering limits lifted",New Jersey
8846,"Office of the Governor | TRANSCRIPT: August 9th, 2021 Coronavirus Briefing Media",New Jersey
8847,The mu COVID variant has been detected in New Jersey. Here's what we know about it,New Jersey
8848,Greece mandates COVID-19 vaccinations for residents over 60,New Jersey
8849,"NJ COVID Update: New Jersey lifts outdoor mask mandate for all, while indoor rules remain in place",New Jersey
8850,New Jersey to announce end of indoor mask mandate for those fully vaccinated against COVID,New Jersey
8851,Biden's edicts 'defanged' as president 'maxed out his COVID credit card': 'The Five',New Jersey
8852,Here Are All the COVID Restrictions That Will Vanish in NJ This Week,New Jersey
8853,N.J. Governor Election Seen as Test of Coronavirus Mandates,New Jersey
8854,New Jersey COVID Update: Outbreaks impact schools in Toms River and Passaic Co.,New Jersey
8855,"Back to the Bar, Buffett as NJ Loosens COVID Rules on Restaurants, Events",New Jersey
8856,New Jersey COVID Update: New coronavirus vaccine mandate takes effect,New Jersey
8857,"NJ COVID Update: Gov. Phil Murphy announces increase in capacity for outdoor, indoor events",New Jersey
8858,"N.J. reports 38 COVID deaths, 1,822 cases as pandemic becomes deadliest in U.S. history",New Jersey
8859,New Jersey COVID Update: Wall Township school district plans to fight mask mandate,New Jersey
8860,Hospital visitor restrictions return in parts of New Jersey as COVID cases spike,New Jersey
8861,"NJ COVID latest: Sunday, September 26, 2021",New Jersey
8862,CDC recommends masks in counties where COVID is spreading fast. Here's where in New Jersey,New Jersey
8863,"N.J. reports 9 COVID deaths, 2,407 cases (the most since April) as Murphy to announce N.J. teachers must be v",New Jersey
8864,Coronavirus update: Virus 'unrelenting' in New Jersey,New Jersey
8865,New Jersey officials strongly recommend masking in indoor settings with increased risk of COVID-19,New Jersey
8866,"NJ COVID latest: Monday, September 6, 2021",New Jersey
8867,N.J. Covid Cases Decline Significantly,New Jersey
8868,Highly contagious COVID Delta variant in NJ: What you need to know,New Jersey
8869,New Jersey coronavirus update: State likely to re-open vaccine mega-sites for booster shots,New Jersey
8870,"Gov. Murphy Has No Plans to Relax Any More Coronavirus Restrictions in NJ, Right Now",New Jersey
8871,New Jersey COVID Update: Newark to require COVID vaccines for all city employees,New Jersey
8872,New models predict COVID spread uptick in New Jersey around Thanksgiving,New Jersey
8873,NJ Debuts Smartphone App to Access COVID-19 Vaccine Record,New Jersey
8874,"N.J. COVID updates: State, school workers must either get vaccinated or tested regularly. Here’s the latest.",New Jersey
8875,Delta variant surges to predominant COVID-19 strain in N.J.,New Jersey
8876,New Jersey coronavirus update: NJ to expand vaccine eligibility for 16+ starting April 19,New Jersey
8877,COVID vaccine mandate announced for NJ child care workers,New Jersey
8878,"NJ Starts COVID Boosters in 3 Weeks, Won't Extend Feds' Pandemic Jobless Benefit",New Jersey
8879,New Jersey coronavirus update: NJ to offer vaccine incentives as part of 'Operation Jersey Summer',New Jersey
8880,New Jersey COVID Update: Why some Newark city workers are protesting vaccine mandates,New Jersey
