,Headline,Country
6511,"U-M study: Natural COVID infections provide protection against reinfection, two variants",Michigan
6512,Jim Harbaugh to give all bonus money to Michigan Wolverines athletic department staffers who had pay cut due to COVID-19,Michigan
6513,"Michigan schools close to deep clean for COVID-19, expert says it's 'absurd'",Michigan
6514,"Coronavirus - More than 10% of Michigan children ages 5-11 have received their first dose of the safe and effective COVID-19 vaccine, MDHHS urges parents and caregivers to make an appointment for their child as soon as possible",Michigan
6515,St. Joseph County's COVID cases fall 35%; Michigan cases plummet 36.9%,Michigan
6516,Could COVID pills help turn the pandemic tide in Michigan?,Michigan
6517,"‘Midwest Is the Current COVID Hot Spot,' According to Dr. Allison Arwady",Michigan
6518,"While Michigan COVID-19 Cases Soar, Some Schools Bring Back Masks, Virtual Learning",Michigan
6519,University of Michigan reports ‘significant rise’ in student COVID cases,Michigan
6520,Midland County COVID-19 report - Dec. 1,Michigan
6521,"San Antonio-based Army North sends COVID medical teams to Michigan, New Mexico",Michigan
6522,University of Michigan: COVID cases on campus have stabilized after recent spike,Michigan
6523,Michigan man survives grueling battle against COVID-19 thanks to DMC team and ECMO,Michigan
6524,"These Are The Counties In The Detroit-Warren-Dearborn, MI Metro Area With The Least COVID-19",Michigan
6525,UMD men's hockey: Goaltender Ben Patt will get first college start at Northern Michigan as Bulldogs go through COVID-19 protocols,Michigan
6526,"Michigan high school shooting suspect, 15, appears at court hearing",Michigan
6527,Michigan flu cases stable week to week,Michigan
6528,"Lawsuit targeting rescinded COVID quarantine order is ‘baseless,’ health agency, school district officials say",Michigan
6529,COVID-19 hot spots offer sign of what could be ahead for US,Michigan
6530,"Yes, even healthy young adults should get a COVID-19 booster, and other questions answered",Michigan
6531,Manistee County sees 1 new COVID-19 death since Monday,Michigan
6532,Michigan moves to 2nd in CFP rankings; coachless Irish 6th,Michigan
6533,WATCH: Michigan business leaders react to COVID-19 vaccine mandate,Michigan
6534,Grand Traverse County nursing home reports first COVID-19 outbreak,Michigan
6535,"Michigan coronavirus cases up to 894,628; Death toll now at 19,748",Michigan
6536,"Michigan coronavirus cases up to 898,626; Death toll now at 19,862",Michigan
6537,"What's Causing Michigan's COVID Surge, and Who's Getting Sick?",Michigan
6538,Michigan's COVID-19 case rate appears to have peaked as surge slows,Michigan
6539,Data: Michigan’s vulnerability ‘high’ as COVID sweeps across US again,Michigan
6540,"Delta variant is increasing in Michigan, prompting coronavirus surge fears",Michigan
6541,Covid Surge in Michigan Alarms Health Experts,Michigan
6542,"In Michigan's latest coronavirus surge, there's a new kind of patient",Michigan
6543,"Michigan adds more than 8,400 new Covid-19 cases in one day, the most since December",Michigan
6544,Busy week of COVID news in Michigan -- Everything you need to know,Michigan
6545,"Michigan's COVID cases surge to alarming levels, but Gov. Gretchen Whitmer rejects new mandates",Michigan
6546,"Michigan could see its worst Covid-19 case surge yet, official warns. Some say more measures are needed",Michigan
6547,"Michigan's COVID-19 delta variant surge might be on its way out, experts say",Michigan
6548,"Get Caught Up: 16 takeaways from this week’s Michigan COVID update -- delta spread, mask mandates, third vaccine dose",Michigan
6549,"Michigan coronavirus cases up to 601,284; Death toll now at 15,707",Michigan
6550,"Coronavirus in Michigan: Here’s what to know April 7, 2021",Michigan
6551,"As Michigan pandemic protests rage, experts forecast fall COVID-19 surge",Michigan
6552,"Michigan coronavirus cases up to 652,569; Death toll now at 16,026",Michigan
6553,"Michigan was warned about British COVID-19 variant, but many ignored it",Michigan
6554,Michigan now has 54 known cases of delta COVID-19 variant. What that means,Michigan
6555,Michigan health experts concerned about growth of COVID delta variant,Michigan
6556,"Coronavirus in Michigan: Here’s what to know March 24, 2021",Michigan
6557,How COVID situation has changed in Michigan since Gov. Whitmer lifted restrictions exactly 3 months ago,Michigan
6558,"Coronavirus in Michigan: Here’s what to know April 2, 2021",Michigan
6559,"Coronavirus - MDHHS issues quarantine guidance for asymptomatic students, Prevention measures, including universal masking, reduce COVID-19 transmission and days away from school due to quarantine",Michigan
6560,Michigan Experiences Highest Rate Of New U.S. COVID-19 Cases,Michigan
6561,"Michigan coronavirus cases up to 585,352; Death toll now at 15,453",Michigan
6562,Michigan still isn’t issuing new COVID-19 restrictions -- here’s why,Michigan
6563,"Covid cases overwhelm Michigan health system, Gov. Whitmer urges residents to stay home",Michigan
6564,Michigan sees worrying spike in Covid-19 cases as state prepares to open mass vaccination site,Michigan
6565,Whitmer reopens state: 'Our pure Michigan summer is back',Michigan
6566,These Michigan schools have current COVID outbreaks,Michigan
6567,"Coronavirus in Michigan: Here’s what to know Feb. 15, 2021",Michigan
6568,"Michigan among lowest COVID-19 case rates, but for how long?",Michigan
6569,Infectious disease doc on surging COVID-19 cases in Michigan: You have to shut some things down,Michigan
6570,"COVID-19 cases spike in Michigan, fueled by infections among kids",Michigan
6571,When will this latest surge of COVID cases subside? Experts weigh in,Michigan
6572,"Michigan recommends masks for businesses, as fears rise of fourth COVID wave",Michigan
6573,COVID-19 delta variant leaving cascade of events in its wake,Michigan
6574,"Michigan has largest percentage of deer with coronavirus antibodies, USDA says",Michigan
6575,"Many of Michigan’s Thumb residents are done with COVID-19 pandemic, even as virus rages like ‘wildfire’",Michigan
6576,CDC: Michigan’s response to rising COVID cases should be to ‘shut things down’,Michigan
6577,An end in sight? Michigan experts say COVID finally 'winding down',Michigan
6578,A look at how Michigan is handling the recent COVID-19 case surge,Michigan
6579,"Inside a Michigan COVID-19 ward: Younger patients, familiar sadness and politics",Michigan
6580,Whitmer is holding off for now on Michigan COVID limits. Here’s why.,Michigan
6581,Mask confusion: How Michigan navigated a weekend of new COVID orders,Michigan
6582,K-12 schools without mask mandates in Michigan saw 62% more coronavirus spread,Michigan
6583,Michigan governor pushes voluntary efforts to curb coronavirus flare,Michigan
6584,"Michigan coronavirus cases up to 559,241; Death toll now at 14,601",Michigan
6585,Every Michigan county is now considered high risk for coronavirus transmission,Michigan
6586,One year later: A timeline of COVID-19's spread in Michigan,Michigan
6587,"As Michigan COVID cases surge, local leaders focus on getting residents vaccinated",Michigan
6588,"Coronavirus in Michigan: Here’s what to know April 6, 2021",Michigan
6589,"Michigan confirms first case of another new COVID variant, this one from India",Michigan
6590,"Whitmer: Fewer people with antibodies, more mobility contributing to high COVID-19 rates",Michigan
6591,"Michigan extends COVID-19 health order for 1 month, adds new rules for kids",Michigan
6592,"Coronavirus in Michigan: Here’s what to know Feb. 20, 2021",Michigan
6593,COVID cases continue to decline at University of Michigan; updates made to database,Michigan
6594,Michigan's COVID-19 cases rise for fifth straight week,Michigan
6595,"Michigan coronavirus data for Monday, April 12: Michigan had more cases in April 7-10 than all of February",Michigan
6596,Aquinas president will not seek another term,Michigan
6597,Most of Michigan not in high enough COVID risk category for revised CDC mask guidelines,Michigan
6598,"Whitmer pleads for more COVID compliance. So far, Michigan isn’t listening",Michigan
6599,Northern Michigan's coronavirus positivity rate exceeds state level,Michigan
6600,"Minnesota's COVID-19 update for Wednesday, December 1",Minnesota
6601,Coronavirus in Minnesota: COVID-19 hospitalizations up,Minnesota
6602,COVID-19 hospitalizations surge above 1500 in Minnesota,Minnesota
6603,"Federal team to assist with COVID-19 vaccinations, monoclonal antibody treatment in Minnesota",Minnesota
6604,Cook County registers its first COVID-19 death of the pandemic,Minnesota
6605,COVID-19 in MN: Hospital needs hit 2021 highs as surge worsens,Minnesota
6606,News release,Minnesota
6607,Should Minnesota be doing more to slow the spread of COVID-19 in the state?,Minnesota
6608,"COVID-19 spike sending Minnesota students home, closing schools",Minnesota
6609,"COVID In Minnesota: Positivity Rate Hits 11%, More Than 11,000 New Cases Reported",Minnesota
6610,Plymouth Teen Wins $100K Scholarship In Minnesota’s COVID Vaccine Incentive Program,Minnesota
6611,"In Minnesota hot spot, COVID has become a part of life",Minnesota
6612,"COVID Took His Wife And Left Him Hospitalized, Now He’s Urging Others To Get Vaccinated",Minnesota
6613,Health officials issue new holiday guidance amid surge in COVID-19 cases,Minnesota
6614,Stearns County COVID-19 vaccine tracker: 55% of people fully vaccinated,Minnesota
6615,Minnesota labs screening for omicron variant as COVID wave persists,Minnesota
6616,"COVID In Minnesota: As Vaccines Green-Lit For Kids 5 And Up, Deaths Mount In Minnesota",Minnesota
6617,"Cases surge in new COVID hot spots of Michigan, Minnesota",Minnesota
6618,"3,580 New COVID-19 Cases, 100 Deaths Reported Wednesday in MN",Minnesota
6619,Minnesota Mother Of 4 Dies Of COVID-19,Minnesota
6620,Burnsville-Eagan-Savage Schools Switch To Distance Learning Through Early December,Minnesota
6621,Minnesota legislators want answers about Mayo's religious exemptions to COVID-19 vaccine mandate,Minnesota
6622,Ironman COVID-19 survivor rewards Minnesota caregivers,Minnesota
6623,"Minnesota Vikings vaccinated player was rushed to ER with Covid-19 symptoms, coach says",Minnesota
6624,St. Paul Schools To Extend Winter Break Due To Ongoing COVID Strain,Minnesota
6625,Minnesota lawmakers hear about long-term health impacts of COVID,Minnesota
6626,Editorial Roundup: Minnesota | Minnesota News | US News,Minnesota
6627,Today's Northland COVID-19 numbers,Minnesota
6628,"Minnesota schools encourage COVID-19 vaccines for students, but so far don't plan to require them",Minnesota
6629,These MN Schools Had Biggest COVID-19 Outbreaks: LIST,Minnesota
6630,"These Are The Counties In The Minneapolis-St. Paul-Bloomington, MN-WI Metro Area With The Least COVID-19",Minnesota
6631,Over 80% Of Iowa Deer Sampled In Study Found To Have COVID-19,Minnesota
6632,Vikings Place Patrick Peterson on Reserve/COVID-19 List,Minnesota
6633,Biden tries to reassure on COVID as he sells spending plan,Minnesota
6634,‘I Got A Second Chance’: Sioux Falls Father Of 5 Gets Double-Lung Transplant After COVID Damage,Minnesota
6635,Nearly a Quarter of St. Cloud Prisoners Have COVID-19,Minnesota
6636,Southeast Minnesota school district moves to distance learning amid COVID-19 outbreak,Minnesota
6637,"US, MN free of new COVID variant | News | grandrapidsmn.com",Minnesota
6638,"Readers Write: Jan Malcolm's fate, Minnesota's environmental failings, thoughts on COVID-19 shots and 'senseless violence'",Minnesota
6639,Foo Fighters Cancel Planned Minnesota Show Over COVID Policy,Minnesota
6640,UMD men's hockey: Goaltender Ben Patt will get first college start at Northern Michigan as Bulldogs go through COVID-19 protocols,Minnesota
6641,Mysteries of omicron variant could take weeks to untangle,Minnesota
6642,Second military medical response team arrives at Minnesota hospital,Minnesota
6643,"News release: World AIDS Day: Outbreaks spotlight need for awareness of effective treatment, prevention",Minnesota
6644,"Minnesota denies medical cannabis for anxiety, adds gummies",Minnesota
6645,"Vikings' path to postseason is murky, but goal is still attainable - Minnesota Vikings Blog- ESPN",Minnesota
6646,Tickets For 2022 Minnesota State Fair Now On Sale,Minnesota
6647,Here's what Trump was up to around the time of his positive Covid-19 test,Minnesota
6648,Northern Express Holiday Experience Opens In Excelsior This Friday,Minnesota
6649,Vikings Designate DT Michael Pierce To Return To Practice,Minnesota
6650,MACV Working To Get Homeless Vets Back Into Homes Of Their Own,Minnesota
6651,Vaccine mandate for health care workers halted nationwide by Louisiana judge,Minnesota
6652,Minnesota Covid Restrictions to End By July 1,Minnesota
6653,"Pediatricians warn of virus' impact on kids, urge parents to vaccinate them; weekly new infections again surpass 600,000: COVID-19 updates",Minnesota
6654,COVID-19 in MN: Active cases highest since late April,Minnesota
6655,COVID-19 in MN: Officials say state is in its fourth wave,Minnesota
6656,What's to come for Minnesota and COVID-19? Here are three theories.,Minnesota
6657,'It's overwhelming': Minnesota healthcare workers share stresses of latest COVID surge,Minnesota
6658,Infrastructure spending raises hopes for Minnesota projects,Minnesota
6659,Coronavirus in Minnesota: COVID-19 booster shots being given in Minnesota,Minnesota
6660,Dean returns from trade mission,Minnesota
6661,"FDA panel recommends molnupiravir, first pill for COVID-19",Minnesota
6662,"What you need to know about COVID variants, Minnesota mask requirements, vaccines and more",Minnesota
6663,COVID-19 in MN: CDC recommends indoor masking for many Minnesota counties,Minnesota
6664,"COVID-19 striking more Minnesota children, underlining urgency of broad community vaccination",Minnesota
6665,COVID-19 in MN: No signs of a peak; officials worry over State Fair crowds,Minnesota
6666,"June 2 COVID-19 update in MN: New, active case counts plummet; no new deaths",Minnesota
6667,COVID-19 in MN: Caseloads accelerating among Black Minnesotans,Minnesota
6668,COVID-19 surge taking toll on Minnesota hospitals,Minnesota
6669,COVID-19 now spreading at 'substantial' and 'high' levels in 35 Minnesota counties,Minnesota
6670,Delta variant causing 75% of new Minnesota COVID-19 cases,Minnesota
6671,So how is Minnesota doing on COVID-19 vaccinations compared to other states?,Minnesota
6672,COVID-19 virus in Minnesota wastewater is at an all-time high. Here's what that could mean.,Minnesota
6673,COVID-19 forecasts split on Minnesota's pandemic future,Minnesota
6674,Philadelphia 76ers star Joel Embiid on bout with Covid-19: 'I really thought I wasn't going to make it',Minnesota
6675,Rising number of COVID-19 patients increases stress on Minnesota hospitals,Minnesota
6676,Minnesota Parents Want More School COVID Protocols As Cases Spike,Minnesota
6677,May 11 COVID-19 update: Spring wave ebbs; vaccination pace crawls,Minnesota
6678,"Minnesota wastewater has predicted each COVID wave, including this one",Minnesota
6679,25 consecutive days of growth in Minnesota COVID-19 case rates,Minnesota
6680,Minnesota to expand COVID-19 testing options in schools,Minnesota
6681,Minnesota schools warned about COVID-19 surge as one district already faces quarantine,Minnesota
6682,March 30 update on COVID-19 in MN: Vaccination upswing; active cases trend higher,Minnesota
6683,"When the supply chain, inflation, and stock market has you stressed",Minnesota
6684,Study: Minnesota Ranks In Middle Of Pack In COVID-19 Safety,Minnesota
6685,Nearly all statewide COVID restrictions lifted,Minnesota
6686,March 18 update on COVID-19 in MN: Vaccination pace slips; active cases tick up,Minnesota
6687,April 16 update on COVID-19 in MN: Nearly half of adults with at least 1 dose; cases rise,Minnesota
6688,All but 2 Minnesota counties have 'high' level of COVID-19 transmission,Minnesota
6689,"MDH: 34 newly-reported COVID-19 deaths, 4,253 newly-reported cases",Minnesota
6690,March 3 update on COVID-19 in MN: Vaccinations quicken; Walz upbeat about State Fair,Minnesota
6691,"March 6 update on COVID-19 in MN: A year after 1st case, hope percolates",Minnesota
6692,School COVID-19 spread remains high in Minnesota,Minnesota
6693,"News release: State announces new, no-fee COVID-19 testing options for schools to help keep kids in classrooms",Minnesota
6694,"After COVID-19 puts him in ICU, Minnesota man says skipping vaccine is his life's 'biggest regret'",Minnesota
6695,Child-care COVID-19 exposures rise in Minnesota amid delta variant,Minnesota
6696,"Funeral outbreak, young adult death underscore continued virus risks in Minnesota",Minnesota
6697,News release: State announces COVID-19 testing sites in Lino Lakes and Minneapolis,Minnesota
6698,"MDH: 22 newly-reported COVID-19 deaths, 6,583 new cases",Minnesota
6699,June 20 update on COVID-19 in MN: Average test positivity rate now below 1 percent,Minnesota
6700,Coronavirus in Minnesota: COVID-19 hospitalizations up,Minnesota
6701,"Minnesota's COVID-19 update for Wednesday, December 1",Minnesota
6702,COVID-19 hospitalizations surge above 1500 in Minnesota,Minnesota
6703,More federal health workers headed to Minnesota to battle latest surge,Minnesota
6704,Minnesota labs screening for omicron variant as COVID wave persists,Minnesota
6705,Minnesota county records its first COVID-19 death since start of pandemic,Minnesota
6706,COVID-19 in MN: Hospital needs hit 2021 highs as surge worsens,Minnesota
6707,"Cases surge in new COVID hot spots of Michigan, Minnesota",Minnesota
6708,Stearns County COVID-19 vaccine tracker: 55% of people fully vaccinated,Minnesota
6709,Health officials issue new holiday guidance amid surge in COVID-19 cases,Minnesota
6710,Editorial Roundup: Minnesota | Minnesota News | US News,Minnesota
6711,"Is it a cold, the flu or COVID? We asked an infectious disease specialist how to tell the difference.",Minnesota
6712,Minnesota schools make adjustments as COVID cases surge,Minnesota
6713,10 Woodbury Schools On Weekly Coronavirus Outbreak List: MDH,Minnesota
6714,"As COVID wave continues, Minnesota Gov. Walz says he has no plans to declare emergency",Minnesota
6715,"742 Schools On MN's Weekly Coronavirus Outbreak List | Across Minnesota, MN Patch",Minnesota
6716,Minnesota lawmakers hear about long-term health impacts of COVID,Minnesota
6717,"639 MN Schools On Weekly Coronavirus Outbreak List | Across Minnesota, MN Patch",Minnesota
6718,Two More School Staffers Die From COVID-19 Related Complications,Minnesota
6719,Delta variant drives big increase in breakthrough infections in Minnesota; health officials say trend shows importance of boosters,Minnesota
6720,Biden tries to reassure on COVID as he sells spending plan,Minnesota
6721,Over 80% Of Iowa Deer Sampled In Study Found To Have COVID-19,Minnesota
6722,Nearly a Quarter of St. Cloud Prisoners Have COVID-19,Minnesota
6723,What MN hospitals need now to face surging patient volume in a pandemic,Minnesota
6724,Mysteries of omicron variant could take weeks to untangle,Minnesota
6725,US tracking of virus variants has improved after slow start,Minnesota
6726,Here is the latest Iowa news from The Associated Press at 2:40 p.m. CST,Minnesota
6727,Second military medical response team arrives at Minnesota hospital,Minnesota
6728,Coronavirus in Minnesota: Case growth slows slightly,Minnesota
6729,"What you need to know about COVID variants, Minnesota mask requirements, vaccines and more",Minnesota
6730,A small-town mom wanted to help her community. And then the community took aim at her child,Minnesota
6731,"Coronavirus in Minnesota: Cases, hospitalizations and deaths are up",Minnesota
6732,"Automotive ECU Market Size ($42,649.95Mn by 2028) Lead by",Minnesota
6733,AM Prep-Cooler Copy | Minnesota News,Minnesota
6734,"Automotive Embedded System Market Size ($7,051.11Mn by",Minnesota
6735,High levels of coronavirus detected in Minnesota wastewater,Minnesota
6736,COVID outbreaks in MN schools are up 74% since last week,Minnesota
6737,Masks are now recommended in half of MN’s counties,Minnesota
6738,"COVID-19 striking more Minnesota children, underlining urgency of broad community vaccination",Minnesota
6739,Child-care COVID-19 exposures rise in Minnesota amid delta variant,Minnesota
6740,Coronavirus in Minnesota: COVID-19 booster shots being given in Minnesota,Minnesota
6741,COVID cases rise at University of Minnesota amid high vaccination rate,Minnesota
6742,Coronavirus in Minnesota: Federal government expected to recommend vaccine booster shots,Minnesota
6743,Minnesota now up to 45 counties with high or substantial COVID-19 transmission,Minnesota
6744,"Vitrectomy Devices Market Size ($2,003.24Mn by 2028) Lead by Vitrectomy Machines (6.5% CAGR) Impact of Coronavirus Outbreak and Global Analysis & Forecast by TheInsightPartners.com",Minnesota
6745,Rising number of COVID-19 patients increases stress on Minnesota hospitals,Minnesota
6746,Delta variant cause of 75 percent of Minnesota’s new COVID-19 cases,Minnesota
6747,MN’s COVID state of emergency officially ends Thursday,Minnesota
6748,Coronavirus in Minnesota: FDA approves Pfizer vaccine for kids 5-11; new cases decline,Minnesota
6749,Coronavirus variant spreading in Minnesota,Minnesota
6750,Variants make Minnesota new COVID-19 epicenter,Minnesota
6751,Coronavirus in Minnesota: zero new deaths reported in the state,Minnesota
6752,Delta variant found in 90% of recent COVID-19 samples in Minnesota,Minnesota
6753,"$9,390Mn by 2028 Public Safety and Government Agencies Mission Critical Communication Market Size Lead by Long-Term Evolution (LTE) Segment (7.4% CAGR) Impact of Coronavirus Outbreak and Global Analysis & Forecast by TheInsightPartners.com",Minnesota
6754,State officials link COVID outbreak to Anoka County funeral,Minnesota
6755,"Minnesota's COVID-19 update for Tuesday, September 28",Minnesota
6756,Minnesota health officials concerned about Sturgis COVID-19 risk,Minnesota
6757,"As virus spreads, masks now recommended in all but three Minnesota counties",Minnesota
6758,"Coronavirus in Minnesota: cases, hospitalizations and deaths continue to rise",Minnesota
6759,COVID-19 surge taking toll on Minnesota hospitals,Minnesota
6760,"As COVID-19 delta variant continues to spread, health officials urge more strict precautions",Minnesota
6761,"MN reports 10 COVID deaths Thursday. ‘All preventable,’ Tim Walz says.",Minnesota
6762,69 COVID cases linked to State Fair so far,Minnesota
6763,Nearly all statewide COVID restrictions lifted,Minnesota
6764,"Minnesota recommends weekly COVID-19 testing for students, offers no-fee testing programs for schools",Minnesota
6765,Most of Minnesota's COVID-19 restrictions will end May 28; mask mandate will end in July,Minnesota
6766,"As Minnesota ends mask mandate, officials urge continued caution against COVID-19",Minnesota
6767,Coronavirus (COVID-19) information | M State,Minnesota
6768,"Minnesota reports 32 more COVID-19 deaths, 1,858 new infections",Minnesota
6769,Coronavirus in Minnesota: Walz rolls back some restrictions,Minnesota
6770,"Minnesota first grader dies from coronavirus, Gov. Tim Walz says",Minnesota
6771,Dozens of COVID-19 Delta variant cases reported in Minnesota,Minnesota
6772,"27 cases of worrisome COVID strain found in Carver County, many among youth sports, gyms",Minnesota
6773,"Coronavirus in Minnesota: one death, 826 new cases",Minnesota
6774,Live updates: MDH pushes for weekly COVID testing of student athletes,Minnesota
6775,"Vaccines are helping blunt Minnesota's latest COVID-19 surge, even as stronger variants circulate",Minnesota
6776,"Live updates: Minnesota's new COVID-19 deaths, cases lowest since September",Minnesota
6777,"Live updates: Gov. Walz, other officials in quarantine after potential COVID exposure",Minnesota
6778,"Walz putting National Guard on alert, expanding COVID testing options",Minnesota
6779,Walz: Minnesota state employees must prove COVID-19 vaccination or get tested weekly,Minnesota
6780,So how is Minnesota doing on COVID-19 vaccinations compared to other states?,Minnesota
6781,Minnesota health officials confirm 5 cases of coronavirus variant in Twin Cities,Minnesota
6782,"High Speed Cable Market Size ($17,110.52Mn by 2028) Led by Direct Attach Copper (DAC) Cable (6.9% CAGR) Impact of Coronavirus Outbreak and Global Analysis & Forecast by TheInsightPartners.com",Minnesota
6783,University of Minnesota research backs vaccines after COVID-19 cases,Minnesota
6784,"Large events, in-person learning creating COVID concerns",Minnesota
6785,Household cats are more susceptible to coronavirus infection than dogs in early-pandemic Minnesota,Minnesota
6786,"Minnesota officials urge schools to require masks, other measures amid COVID-19 surge",Minnesota
6787,"Live updates: New COVID cases back above 1,500, five new deaths reported",Minnesota
6788,Here are the latest vaccination and masking announcements as the delta variant spreads,Minnesota
6789,Poll: COVID restrictions ‘about right;’ majority wants masks in schools,Minnesota
6790,The daily coronavirus update: Minnesota child under the age of 10 dies from COVID-19,Minnesota
6791,Mayo Clinic predicts Covid surge in Minnesota,Minnesota
6792,The daily coronavirus update: Minnesota pauses Johnson & Johnson vaccinations,Minnesota
6793,"Virus variants spreading in 15 Minnesota counties, doctors investigating students and athletes",Minnesota
6794,"State expanding capacity limits on businesses and restaurants, social gatherings",Minnesota
6795,Minnesota extends deadline for schools to apply for COVID-19 testing grants,Minnesota
6796,A year with COVID-19: How Minnesota’s response stacks up,Minnesota
6797,Live updates: Officials confirm cases of variant strain from UK in Carver County,Minnesota
6798,"After COVID-19 puts him in ICU, Minnesota man says skipping vaccine is his life's 'biggest regret'",Minnesota
6799,"Minnesota reports 2,000 new COVID-19 cases, 18 deaths",Minnesota
6800,Officials: Prepare for omicron variant to arrive in Minnesota 'at some point',Minnesota
6801,COVID-19 hospitalizations surge above 1500 in Minnesota,Minnesota
6802,Coronavirus in Minnesota: COVID-19 hospitalizations up,Minnesota
6803,Plymouth Teen Wins $100K Scholarship In Minnesota’s COVID Vaccine Incentive Program,Minnesota
6804,"Federal team to assist with COVID-19 vaccinations, monoclonal antibody treatment in Minnesota",Minnesota
6805,"COVID In Minnesota: Positivity Rate Hits 11%, More Than 11,000 New Cases Reported",Minnesota
6806,Cook County registers its first COVID-19 death of the pandemic,Minnesota
6807,"COVID Took His Wife And Left Him Hospitalized, Now He’s Urging Others To Get Vaccinated",Minnesota
6808,St. Paul Schools To Extend Winter Break Due To Ongoing COVID Strain,Minnesota
6809,News release,Minnesota
6810,Mike Osterholm: New COVID variant likely to reach Minnesota,Minnesota
6811,"In Minnesota hot spot, COVID has become a part of life",Minnesota
6812,Minnesota labs screening for omicron variant as COVID wave persists,Minnesota
6813,COVID-19 in MN: Hospital needs hit 2021 highs as surge worsens,Minnesota
6814,Should Minnesota be doing more to slow the spread of COVID-19 in the state?,Minnesota
6815,"Is it a cold, the flu or COVID? We asked an infectious disease specialist how to tell the difference.",Minnesota
6816,"COVID-19 spike sending Minnesota students home, closing schools",Minnesota
6817,Stearns County COVID-19 vaccine tracker: 55% of people fully vaccinated,Minnesota
6818,Minnesota Mother Of 4 Dies Of COVID-19,Minnesota
6819,Minnesota legislators want answers about Mayo's religious exemptions to COVID-19 vaccine mandate,Minnesota
6820,"COVID In Minnesota: As Vaccines Green-Lit For Kids 5 And Up, Deaths Mount In Minnesota",Minnesota
6821,Biden tries to reassure on COVID as he sells spending plan,Minnesota
6822,Federal COVID Task Force Team Providing Backup For Burned-Out Hospital Workers In St. Cloud,Minnesota
6823,COVID continues to surge in Minnesota ahead of Thanksgiving holiday,Minnesota
6824,Ironman COVID-19 survivor rewards Minnesota caregivers,Minnesota
6825,Health officials issue new holiday guidance amid surge in COVID-19 cases,Minnesota
6826,"These Are The Counties In The Minneapolis-St. Paul-Bloomington, MN-WI Metro Area With The Least COVID-19",Minnesota
6827,"Cases surge in new COVID hot spots of Michigan, Minnesota",Minnesota
6828,Foo Fighters Cancel Planned Minnesota Show Over COVID Policy,Minnesota
6829,Minnesota lawmakers hear about long-term health impacts of COVID,Minnesota
6830,What's next for Minnesota's COVID surge?,Minnesota
6831,Vikings Place Patrick Peterson on Reserve/COVID-19 List,Minnesota
6832,"US, MN free of new COVID variant | News | grandrapidsmn.com",Minnesota
6833,Ten school staff members die of COVID-19 in Minnesota this school year,Minnesota
6834,COVID pandemic takes a toll on Minnesota veterinary clinics,Minnesota
6835,Vaccinated Minnesota Vikings player was hospitalized for COVID-19,Minnesota
6836,10 Woodbury Schools On Weekly Coronavirus Outbreak List: MDH,Minnesota
6837,"New COVID omicron variant 'not a cause for panic,' Biden says",Minnesota
6838,‘I Got A Second Chance’: Sioux Falls Father Of 5 Gets Double-Lung Transplant After COVID Damage,Minnesota
6839,Minnesota Vikings safety Harrison Smith placed on COVID-19 list,Minnesota
6840,Southeast Minnesota school district moves to distance learning amid COVID-19 outbreak,Minnesota
6841,St. Cloud correctional facility has 94% of state prison system's COVID cases,Minnesota
6842,"Readers Write: Jan Malcolm's fate, Minnesota's environmental failings, thoughts on COVID-19 shots and 'senseless violence'",Minnesota
6843,UMD men's hockey: Goaltender Ben Patt will get first college start at Northern Michigan as Bulldogs go through COVID-19 protocols,Minnesota
6844,Here's what Trump was up to around the time of his positive Covid-19 test,Minnesota
6845,"CBSN Minnesota's Morning Update: Dec. 1, 2021",Minnesota
6846,Philadelphia 76ers star Joel Embiid on bout with Covid-19: 'I really thought I wasn't going to make it',Minnesota
6847,Minnesota Covid Restrictions to End By July 1,Minnesota
6848,"Live updates: 695 COVID hospitalizations, 2,050 new cases, 18 deaths",Minnesota
6849,"What you need to know about COVID variants, Minnesota mask requirements, vaccines and more",Minnesota
6850,U.S. case of COVID omicron variant identified in California,Minnesota
6851,COVID-19 in MN: Officials say state is in its fourth wave,Minnesota
6852,Regions Hospital ICU nurse shares thoughts with COVID-19 video diary,Minnesota
6853,What's to come for Minnesota and COVID-19? Here are three theories.,Minnesota
6854,COVID In Minnesota: Average Positivity Rate Reaches 5%; More Than 30K Minnesotans Sign Up For $100 Vaccine Incentive,Minnesota
6855,Latest COVID surge strains central Minnesota hospitals,Minnesota
6856,69 COVID cases linked to State Fair so far,Minnesota
6857,45 counties in Minnesota now at 'substantial' or 'high' spread of COVID-19,Minnesota
6858,KARE 11 Investigates: New data shows Minnesota’s COVID restrictions saved lives,Minnesota
6859,COVID-19 surge taking toll on Minnesota hospitals,Minnesota
6860,COVID-19 in MN: CDC recommends indoor masking for many Minnesota counties,Minnesota
6861,COVID In Minnesota: Twin Cities Metro Area ICU Beds Nearly Full Amid Delta Variant Surge,Minnesota
6862,"Minnesota wastewater has predicted each COVID wave, including this one",Minnesota
6863,Minnesota Parents Want More School COVID Protocols As Cases Spike,Minnesota
6864,COVID-19 in MN: No signs of a peak; officials worry over State Fair crowds,Minnesota
6865,Nearly all statewide COVID restrictions lifted,Minnesota
6866,COVID-19 virus in Minnesota wastewater is at an all-time high. Here's what that could mean.,Minnesota
6867,"News release: State announces COVID-19 testing sites in Bloomington and Saint Paul, relocation of Mankato and St. Cloud sites",Minnesota
